reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
10,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4]>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],0.18,30,methanol,303,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4],[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],1,1
11,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4]>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],0.33,30,methanol,303,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4],[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],1,1
12,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([O:14][CH3:15])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4]>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([O:14][CH3:15])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],0.37,30,methanol,303,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([O:14][CH3:15])[cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[CH3:4],[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([O:14][CH3:15])[cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[CH3:4],1,1
13,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][c:11]([CH3:15])[cH:12][cH:13]1)(=[O:3])[CH3:4]>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][c:11]([CH3:15])[cH:12][cH:13]1)(\[OH:3])[CH3:4],0.18,30,methanol,303,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][c:11]([CH3:15])[cH:12][cH:13]1)(=[O:3])[CH3:4],[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[c:9]([CH3:14])[cH:10][c:11]([CH3:15])[cH:12][cH:13]1)(\[OH:3])[CH3:4],1,1
14,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.59,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
15,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([CH3:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([CH3:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.61,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([CH3:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([CH3:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
16,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.72,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
17,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Cl:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Cl:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.39,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Cl:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Cl:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
18,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Cl:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Cl:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.51,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Cl:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Cl:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
19,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Br:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Br:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.37,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Br:19])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([Br:19])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
20,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Br:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Br:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.55,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Br:19])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([Br:19])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
21,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([O:19][CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([O:19][CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.9,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([O:19][CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([O:19][CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
22,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.34,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
23,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,0.33,30,methanol,303,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:19](=[O:20])[O-:21])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
24,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([N+:19](=[O:20])[O-:21])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([N+:19](=[O:20])[O-:21])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,-0.29,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([N+:19](=[O:20])[O-:21])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([N+:19](=[O:20])[O-:21])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,1,1
25,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([CH3:19])[cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([CH3:19])[cH:16][cH:17][cH:18]1,-0.68,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([CH3:19])[cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([CH3:19])[cH:16][cH:17][cH:18]1,1,1
26,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([CH3:19])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([CH3:19])[cH:17][cH:18]1,-0.88,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([CH3:19])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([CH3:19])[cH:17][cH:18]1,1,1
27,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([Cl:19])[cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([Cl:19])[cH:16][cH:17][cH:18]1,-0.3,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([Cl:19])[cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([Cl:19])[cH:16][cH:17][cH:18]1,1,1
28,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,-0.45,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,1,1
29,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([Br:19])[cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([Br:19])[cH:16][cH:17][cH:18]1,-0.27,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([Br:19])[cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([Br:19])[cH:16][cH:17][cH:18]1,1,1
30,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Br:19])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Br:19])[cH:17][cH:18]1,-0.49,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Br:19])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Br:19])[cH:17][cH:18]1,1,1
31,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([O:19][CH3:20])[cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([O:19][CH3:20])[cH:16][cH:17][cH:18]1,-0.65,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([O:19][CH3:20])[cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([O:19][CH3:20])[cH:16][cH:17][cH:18]1,1,1
32,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,-1.28,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,1,1
33,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([C:19]#[N:20])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([C:19]#[N:20])[cH:17][cH:18]1,-0.06,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([C:19]#[N:20])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([C:19]#[N:20])[cH:17][cH:18]1,1,1
34,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([N:19]=[O:20])[cH:16][cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([N:19]=[O:20])[cH:16][cH:17][cH:18]1,0.0,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][c:15]([N:19]=[O:20])[cH:16][cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][c:15]([N:19]=[O:20])[cH:16][cH:17][cH:18]1,1,1
35,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([N+:19](=[O:20])[O-:21])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([N+:19](=[O:20])[O-:21])[cH:17][cH:18]1,0.07,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([N+:19](=[O:20])[O-:21])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([N+:19](=[O:20])[O-:21])[cH:17][cH:18]1,1,1
36,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,-0.57,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,1,1
37,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:20](=[O:21])[O-:22])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:20](=[O:21])[O-:22])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,-0.26,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:20](=[O:21])[O-:22])[cH:11][cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]([N+:20](=[O:21])[O-:22])[cH:11][cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([Cl:19])[cH:17][cH:18]1,1,1
38,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:21])[cH:17][cH:18]1>>[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:21])[cH:17][cH:18]1,-1.3,25,methanol,298,1.0,[C:1]([CH2:2][C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(=[O:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:21])[cH:17][cH:18]1,[C:1](=[CH:2]/[C:5](=[O:6])[NH:7][c:8]1[cH:9][cH:10][c:11]([CH3:20])[cH:12][cH:13]1)(\[OH:3])[c:4]1[cH:14][cH:15][c:16]([O:19][CH3:21])[cH:17][cH:18]1,1,1
